date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:28:49	26136/26136	---M--	200	added ('OK')	text/html	etag:%221d90031-6618-4c89fdc773dc0%22	http://www.cprogramming.com/declare_vs_define.html	www.cprogramming.com/declare_vs_define.html	(from http://www.cprogramming.com/)
00:28:49	22495/22495	---M--	200	added ('OK')	text/html	etag:%221d90023-57df-4c89fdc773dc0%22	http://www.cprogramming.com/borland.html	www.cprogramming.com/borland.html	(from http://www.cprogramming.com/)
00:28:50	21823/21823	---M--	200	added ('OK')	text/html	etag:%221d90063-553f-4c89fdc773dc0%22	http://www.cprogramming.com/visual.html	www.cprogramming.com/visual.html	(from http://www.cprogramming.com/)
00:28:52	12143/12143	---M--	200	added ('OK')	image/jpeg	etag:%2235d8098-2f6f-4c89fdc773dc0%22	http://www.cprogramming.com/books/practical.jpg	www.cprogramming.com/books/practical.jpg	(from http://www.cprogramming.com/)
00:28:53	1704/1704	---M--	200	added ('OK')	image/gif	etag:%2235d804e-6a8-4c89fdc773dc0%22	http://www.cprogramming.com/images/buy-now-1.gif	www.cprogramming.com/images/buy-now-1.gif	(from http://www.cprogramming.com/)
00:28:55	39124/39124	---M--	200	added ('OK')	image/jpeg	etag:%22371058b-98d4-4c89fdc773dc0%22	http://www.cprogramming.com/c++book/small_2d.jpg	www.cprogramming.com/c++book/small_2d.jpg	(from http://www.cprogramming.com/)
00:28:56	9193/9193	---M--	200	added ('OK')	image/jpeg	etag:%2235d8097-23e9-4c89fdc773dc0%22	http://www.cprogramming.com/books/pearls.jpg	www.cprogramming.com/books/pearls.jpg	(from http://www.cprogramming.com/)
00:28:58	14275/14275	---M--	200	added ('OK')	image/jpeg	etag:%2235d808b-37c3-4c89fdc773dc0%22	http://www.cprogramming.com/books/effective.jpg	www.cprogramming.com/books/effective.jpg	(from http://www.cprogramming.com/)
00:28:59	14322/14322	---M--	200	added ('OK')	image/jpeg	etag:%2235d8093-37f2-4c89fdc773dc0%22	http://www.cprogramming.com/books/moreeffective.jpg	www.cprogramming.com/books/moreeffective.jpg	(from http://www.cprogramming.com/)
00:28:59	25498/25498	---M--	200	added ('OK')	text/html	etag:%221d9004b-639a-4c89fdc773dc0%22	http://www.cprogramming.com/learningfrombooks.html	www.cprogramming.com/learningfrombooks.html	(from http://www.cprogramming.com/)
00:29:01	13776/13776	---M--	200	added ('OK')	image/jpeg	etag:%2235d8092-35d0-4c89fdc773dc0%22	http://www.cprogramming.com/books/language.jpg	www.cprogramming.com/books/language.jpg	(from http://www.cprogramming.com/)
00:29:01	22588/22588	---M--	200	added ('OK')	text/html	etag:%2235d8089-583c-4c89fdc773dc0%22	http://www.cprogramming.com/books/cpp.html	www.cprogramming.com/books/cpp.html	(from http://www.cprogramming.com/)
00:29:01	24311/24311	---M--	200	added ('OK')	text/html	etag:%2235d8095-5ef7-4c89fdc773dc0%22	http://www.cprogramming.com/books/oualline.html	www.cprogramming.com/books/oualline.html	(from http://www.cprogramming.com/)
00:29:02	20396/20396	---M--	200	added ('OK')	text/html	etag:%2235d808a-4fac-4c89fdc773dc0%22	http://www.cprogramming.com/books/davis.html	www.cprogramming.com/books/davis.html	(from http://www.cprogramming.com/)
00:29:05	19982/19982	---M--	200	added ('OK')	text/html	etag:%2235d8091-4e0e-4c89fdc773dc0%22	http://www.cprogramming.com/books/king.html	www.cprogramming.com/books/king.html	(from http://www.cprogramming.com/)
00:29:05	22487/22487	---M--	200	added ('OK')	text/html	etag:%2235d8087-57d7-4c89fdc773dc0%22	http://www.cprogramming.com/books/c.html	www.cprogramming.com/books/c.html	(from http://www.cprogramming.com/)
00:29:06	22394/22394	---M--	200	added ('OK')	text/html	etag:%2235d8099-577a-4c89fdc773dc0%22	http://www.cprogramming.com/books/ritchie.html	www.cprogramming.com/books/ritchie.html	(from http://www.cprogramming.com/)
00:29:06	18868/18868	---M--	200	added ('OK')	text/html	etag:%2235d808e-49b4-4c89fdc773dc0%22	http://www.cprogramming.com/books/gookin1.html	www.cprogramming.com/books/gookin1.html	(from http://www.cprogramming.com/)
00:29:06	18936/18936	---M--	200	added ('OK')	text/html	etag:%2235d809a-49f8-4c89fdc773dc0%22	http://www.cprogramming.com/books/windows.html	www.cprogramming.com/books/windows.html	(from http://www.cprogramming.com/)
00:29:06	18832/18832	---M--	200	added ('OK')	text/html	etag:%2235d808c-4990-4c89fdc773dc0%22	http://www.cprogramming.com/books/game.html	www.cprogramming.com/books/game.html	(from http://www.cprogramming.com/)
00:29:07	21049/21049	---M--	200	added ('OK')	text/html	etag:%2235d8084-5239-4c89fdc773dc0%22	http://www.cprogramming.com/books/ai.html	www.cprogramming.com/books/ai.html	(from http://www.cprogramming.com/)
00:29:07	20795/20795	---M--	200	added ('OK')	text/html	etag:%2235d8086-513b-4c89fdc773dc0%22	http://www.cprogramming.com/books/algorithms.html	www.cprogramming.com/books/algorithms.html	(from http://www.cprogramming.com/)
00:29:10	29092/29092	---M--	200	added ('OK')	text/html	etag:%2235b83c3-71a4-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson2.html	www.cprogramming.com/tutorial/c/lesson2.html	(from http://www.cprogramming.com/)
00:29:11	28541/28541	---M--	200	added ('OK')	text/html	etag:%2235b83c4-6f7d-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson3.html	www.cprogramming.com/tutorial/c/lesson3.html	(from http://www.cprogramming.com/)
00:29:11	26691/26691	---M--	200	added ('OK')	text/html	etag:%2235b83c5-6843-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson4.html	www.cprogramming.com/tutorial/c/lesson4.html	(from http://www.cprogramming.com/)
00:29:11	24170/24170	---M--	200	added ('OK')	text/html	etag:%2235b83c6-5e6a-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson5.html	www.cprogramming.com/tutorial/c/lesson5.html	(from http://www.cprogramming.com/)
00:29:12	32728/32728	---M--	200	added ('OK')	text/html	etag:%2235b83c7-7fd8-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson6.html	www.cprogramming.com/tutorial/c/lesson6.html	(from http://www.cprogramming.com/)
00:29:12	24160/24160	---M--	200	added ('OK')	text/html	etag:%2235b83c8-5e60-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson7.html	www.cprogramming.com/tutorial/c/lesson7.html	(from http://www.cprogramming.com/)
00:29:13	28305/28305	---M--	200	added ('OK')	text/html	etag:%2235b83c9-6e91-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson8.html	www.cprogramming.com/tutorial/c/lesson8.html	(from http://www.cprogramming.com/)
00:29:13	32692/32692	---M--	200	added ('OK')	text/html	etag:%2235b83ca-7fb4-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson9.html	www.cprogramming.com/tutorial/c/lesson9.html	(from http://www.cprogramming.com/)
00:29:14	27570/27570	---M--	200	added ('OK')	text/html	etag:%2235b8d63-6bb2-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/cfileio.html	www.cprogramming.com/tutorial/cfileio.html	(from http://www.cprogramming.com/)
00:29:14	24509/24509	---M--	200	added ('OK')	text/html	etag:%2235b83bc-5fbd-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson11.html	www.cprogramming.com/tutorial/c/lesson11.html	(from http://www.cprogramming.com/)
00:29:14	23867/23867	---M--	200	added ('OK')	text/html	etag:%2235b83bd-5d3b-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson14.html	www.cprogramming.com/tutorial/c/lesson14.html	(from http://www.cprogramming.com/)
00:29:15	27987/27987	---M--	200	added ('OK')	text/html	etag:%2235b83be-6d53-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson15.html	www.cprogramming.com/tutorial/c/lesson15.html	(from http://www.cprogramming.com/)
00:29:15	26699/26699	---M--	200	added ('OK')	text/html	etag:%2235b83bf-684b-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson16.html	www.cprogramming.com/tutorial/c/lesson16.html	(from http://www.cprogramming.com/)
00:29:15	24678/24678	---M--	200	added ('OK')	text/html	etag:%2235b83c1-6066-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson17.html	www.cprogramming.com/tutorial/c/lesson17.html	(from http://www.cprogramming.com/)
00:29:16	30189/30189	---M--	200	added ('OK')	text/html	etag:%2235b83c2-75ed-4c89fdc773dc0%22	http://www.cprogramming.com/tutorial/c/lesson18.html	www.cprogramming.com/tutorial/c/lesson18.html	(from http://www.cprogramming.com/)
